male,date,motif_count,song_count,song_motif_count,song_motif_mean,song_motif_sd,song_motif_cv,song_length_sum,song_length_mean,song_length_sd,song_length_cv,song_start_mean,song_start_sd,song_start_cv,motifs_per_sec_mean,motifs_per_sec_sd,motifs_per_sec_cv,post_song_motif_occurances,post_song_motif_freq,file,start_song,end_song,misc_motif_count,post_song_motif,notes,song_start,song_end,song_length,date_file,round,trial,trial_round,counter,temp,temp_target,humidity_mean,vpd,chamber,mass,bill_length,bill_depth,bill_width,bill_date
T243,2022-07-20,58,12,41,3.4166666666666665,1.8319554050414562,0.5361820697682311,43,3.5833333333333335,2.0207259421636903,0.5639235187433554,7904.666666666667,568.1298400467231,0.07187271317112967,1.0228174603174602,0.32860194715745106,0.3212713508581093,7,0.17073170731707318,NA,NA,NA,17,NA,,NA,NA,NA,NA,3,13,5,KIM,28.7450331,27,38.92384106,24.658192012269176,2,NA,NA,NA,NA,
T244,2022-02-03,61,14,61,4.357142857142857,1.9456912102680337,0.4465520810451225,55,3.9285714285714284,1.7743595036946849,0.4516551463950107,2609.5,594.7279597882095,0.2279087793785053,1.1256802721088435,0.18177511674512348,0.1614802366613274,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,1,1,KIM,42.61559,42,16.16667,74.43998027771376,6,NA,NA,NA,NA,NA
T244,2022-02-05,40,8,40,5,2.5071326821120348,0.501426536422407,36,4.5,2.138089935299395,0.4751310967331989,2270,563.6125822381389,0.24828748116217572,1.101388888888889,0.1773245711325333,0.16100087164618407,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,2,2,KIM,41.24731,40,10.04839,74.12668533599488,6,NA,NA,NA,NA,NA
T244,2022-02-07,35,8,35,4.375,2.326094212561969,0.5316786771570214,31,3.875,2.100170061141308,0.5419793706171118,2228.625,553.6566593373292,0.2484297086038832,1.1447916666666667,0.18861112572176578,0.16475585140390822,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,3,3,KIM,35.35753,35,13.29839,51.420957556589286,6,NA,NA,NA,NA,NA
T244,2022-02-09,41,9,41,4.555555555555555,1.8782379449307742,0.4122961342530968,39,4.333333333333333,1.7320508075688772,0.39970403251589476,2427.4444444444443,490.46587830121047,0.2020503000279624,1.0462962962962963,0.09419902754340652,0.09003092897953897,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,4,4,KIM,26.5,27,19.46774,28.423425460238793,6,NA,NA,NA,NA,NA
T244,2022-02-11,73,16,73,4.5625,1.75,0.3835616438356164,70,4.375,1.6683325008322931,0.3813331430473813,2510.875,704.3941959821456,0.2805373409596836,1.0526785714285714,0.16145332722105263,0.1533738138147404,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,5,5,KIM,44.47312,44,10.56452,87.79502199906061,6,NA,NA,NA,NA,NA
T244,2022-04-23,55,12,53,4.416666666666667,1.8319554050414562,0.41478235585844286,50,4.166666666666667,1.80067327475704,0.4321615859416896,2511.6666666666665,544.0241193405329,0.21659885308846702,1.1017857142857141,0.2519827067031135,0.2287039153221128,2,0.03773584905660377,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,6,1,KIM,40,40,NA,NA,4,NA,NA,NA,NA,NA
T244,2022-04-25,112,27,110,4.074074074074074,1.7080336405875962,0.41924462087150083,99,3.6666666666666665,1.4142135623730951,0.38569460791993504,2588.185185185185,506.07806003521125,0.19553394514890604,1.1083774250440916,0.17755433222149283,0.16019302469502178,1,0.00909090909090909,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,7,2,KIM,39.21995,40,22.61202,57.02626267244397,4,NA,NA,NA,NA,NA
T244,2022-04-27,51,12,49,4.083333333333333,1.2401124093721456,0.3037009982135867,42,3.5,1.087114613009218,0.3106041751454908,2446.0833333333335,650.5774299991066,0.26596699349263375,1.1805555555555556,0.17707404907331523,0.14999213568563172,1,0.02040816326530612,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,8,3,KIM,36.87158,40,18.93989,52.37942856903478,4,NA,NA,NA,NA,NA
T244,2022-06-23,67,18,66,3.6666666666666665,1.3284223283101428,0.36229699863003895,59,3.2777777777777777,1.0740552924509195,0.3276778858324839,7807.666666666667,654.1978473897723,0.08378916202746517,1.1157407407407407,0.16204092743540105,0.14523170259770385,1,0.015151515151515152,NA,NA,NA,1,NA,,NA,NA,NA,NA,3,9,1,KIM,41.0702434,44,22.43307522,63.30319956335863,4,18.5,8.7,7.7,7,07/11/22
T244,2022-06-25,128,30,128,4.266666666666667,2.3034207445529313,0.5398642370045933,115,3.8333333333333335,2.0692049669866686,0.5397926000834787,7810.366666666667,530.5310601153587,0.06792652416429772,1.1308477633477634,0.22098674218599557,0.1954168804577073,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,10,2,KIM,38.0557395,40,26.29359823,50.90173818963794,4,NA,NA,NA,NA,
T244,2022-06-27,77,18,77,4.277777777777778,0.7519039015221181,0.17576974321296265,67,3.7222222222222223,0.6691131580686884,0.1797617439587521,8093.055555555556,481.6584672617801,0.05951503285197901,1.162037037037037,0.16035148847066158,0.1379917191620036,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,3,11,3,KIM,33.6307947,35,30.51766004,37.33076151025303,4,NA,NA,NA,NA,
T244,2022-06-29,82,17,82,4.823529411764706,1.4677914581799016,0.30429822913485766,73,4.294117647058823,1.3585242858683528,0.3163686693118082,7821.35294117647,505.08241173798444,0.06457737114494812,1.1427170868347338,0.16115563426508595,0.14102846288181317,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,3,12,4,KIM,29.7254464,27,35.53348214,27.583428651924777,4,NA,NA,NA,NA,
T244,2022-07-01,81,16,81,5.0625,2.9769951293208394,0.5880484206065856,72,4.5,2.6331223544175333,0.5851383009816741,7875.8125,531.0357450304076,0.06742615381338847,1.1444444444444444,0.18746741829398167,0.16380648200445,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,3,13,5,KIM,39.6743929,42,24.13852097,57.32754691905897,4,NA,NA,NA,NA,
T246,2022-02-03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,RAS,39.97043,40,16.90591,63.829605653235355,4,NA,NA,NA,NA,NA
T246,2022-02-05,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,2,2,RAS,25.70699,27,16.69086,28.026379496023363,4,NA,NA,NA,NA,NA
T246,2022-02-07,114,37,111,3,0.8498365855987975,0.28327886186626583,106,2.864864864864865,0.8219949365267865,0.28692276086312357,2901.162162162162,469.41420429637105,0.16180212551322146,1.072972972972973,0.22454863338578146,0.20927706386080389,1,0.009009009009009009,NA,NA,NA,3,NA,,NA,NA,NA,NA,1,3,3,RAS,40.73118,42,10.74462,71.49834229958287,4,NA,NA,NA,NA,NA
T246,2022-02-09,72,23,69,3,1,0.3333333333333333,66,2.869565217391304,1.0576280419404613,0.3685673479489487,2617.2608695652175,724.892482146102,0.27696607952822144,Inf,NA,NA,0,0,NA,NA,NA,3,NA,,NA,NA,NA,NA,1,4,4,RAS,45.64785,44,9.204301,94.91129341222921,4,NA,NA,NA,NA,NA
T246,2022-02-11,45,14,44,3.142857142857143,0.8644378215075664,0.2750483977524075,40,2.857142857142857,0.7703288865196433,0.2696151102818751,3204.285714285714,270.90657730364103,0.08454507539569715,1.119047619047619,0.22340193577591244,0.1996357723954962,0,0,NA,NA,NA,1,NA,,NA,NA,NA,NA,1,5,5,RAS,34.26882,35,13.70161,48.096153240869434,4,NA,NA,NA,NA,NA
T247,2022-01-24,29,6,23,3.8333333333333335,3.0605010483034745,0.7983915778182976,23,3.8333333333333335,3.600925806881706,0.9393719496213145,2832,679.4521322359656,0.2399195382189144,1.1515151515151516,0.41725853280141834,0.3623560942749159,1,0.043478260869565216,NA,NA,NA,6,NA,,NA,NA,NA,NA,1,1,1,RAS,45.32258,44,9.865591,92.59901609524803,2,NA,NA,NA,NA,NA
T247,2022-01-26,62,15,40,2.6666666666666665,1.2344267996967353,0.46291004988627577,39,2.6,1.3522468075656264,0.5200949259867794,2411.9333333333334,651.4801243176589,0.2701070196734261,1.1222222222222222,0.39069873642680575,0.34814738889517344,2,0.05,NA,NA,NA,22,NA,,NA,NA,NA,NA,1,2,2,RAS,36,35,11.1371,54.66138688005876,2,NA,NA,NA,NA,NA
T247,2022-01-28,119,28,77,2.75,1.2056963563450391,0.4384350386709233,68,2.4285714285714284,1.3173646934124716,0.5424442855227825,2865.1785714285716,667.1418891544364,0.2328447852455496,1.2380952380952381,0.3913377169412172,0.3160804636832908,2,0.025974025974025976,NA,NA,NA,42,NA,,NA,NA,NA,NA,1,3,3,RAS,43.42204,42,10.53226,82.99176929117279,2,NA,NA,NA,NA,NA
T247,2022-01-30,159,48,129,2.6875,1.1514329647619204,0.428440172934668,123,2.5625,1.1833283388167497,0.46178666880653646,2733.9166666666665,564.8985912884864,0.2066261192874032,1.1135416666666667,0.3319235480133465,0.29807914508214467,10,0.07751937984496124,NA,NA,NA,30,NA,,NA,NA,NA,NA,1,4,4,RAS,27.1828,27,10.63978,32.86242508277273,2,NA,NA,NA,NA,NA
T247,2022-02-01,174,55,174,3.1636363636363636,5.445907863516648,1.7214076580081357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,5,5,RAS,41.45699,40,9.422043,75.50491260160402,2,NA,NA,NA,NA,NA
T247,2022-04-11,63,13,54,4.153846153846154,2.9677756498246812,0.714464508291127,52,4,2.70801280154532,0.67700320038633,2616.6923076923076,599.0417882773824,0.22893092417338304,1.0213675213675213,0.07384557884985071,0.07230069226303376,3,0.05555555555555555,NA,NA,NA,9,NA,Sang more at the beginning of the trial/before the trial,NA,NA,NA,NA,2,6,1,KIM,39.467213,40,15.61475,63.04123467047879,2,NA,NA,NA,NA,NA
T247,2022-04-13,80,20,62,3.1,1.8035053587243284,0.5817759221691382,55,2.75,1.7733405882980469,0.6448511230174716,2458.85,697.8241578386047,0.2838010280572645,1.2333333333333334,0.4015685619436866,0.3255961313056918,2,0.03225806451612903,NA,NA,NA,18,NA,,NA,NA,NA,NA,2,7,2,KIM,38.75956,40,24.4153,54.289889180203595,2,NA,NA,NA,NA,NA
T247,2022-04-15,85,18,70,3.888888888888889,2.8674417556808756,0.7373421657465109,61,3.388888888888889,2.61531437518432,0.7717321107101273,2340.0555555555557,459.77084729911246,0.19647860334237136,1.227801827801828,0.3668117239735519,0.2987548280737344,1,0.014285714285714285,NA,NA,NA,15,NA,,NA,NA,NA,NA,2,8,3,KIM,39.06011,40,20.83607,57.81932897611615,2,NA,NA,NA,NA,NA
T247,2022-06-06,185,44,145,3.2954545454545454,2.2781014683747993,0.6912859628171805,137,3.1136363636363638,2.334930994358158,0.74990484490335,7997.113636363636,588.5184874260818,0.07359136235729255,1.2269398530762168,0.45985707053251657,0.3748000110841216,10,0.06896551724137931,NA,NA,NA,40,NA,,NA,NA,NA,NA,3,9,1,KIM,39.4045254,40,23.87969095,56.66950349748702,2,16.5,8.5,7.3,6.4,06/23/22
T247,2022-06-08,98,32,98,3.0625,2.1241696669978007,0.6936064218768329,88,2.75,2.079081683138325,0.7560297029593909,7904.8125,536.6047044808382,0.06788329318131685,1.2213541666666667,0.3944958303017258,0.3229987182001337,4,0.04081632653061224,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,3,10,2,KIM,40.9321192,42,25.97406181,59.95708425451985,2,NA,NA,NA,NA,
T247,2022-06-10,86,16,74,4.625,2.84897642437888,0.6159949025684065,66,4.125,2.526525941551627,0.6124911373458489,7899.8125,469.64670675590463,0.059450361227675295,1.1854166666666668,0.33193456517144393,0.2800150989143991,1,0.013513513513513514,NA,NA,NA,12,NA,,NA,NA,NA,NA,3,11,3,KIM,34.5518764,35,28.36203091,40.57798573361155,2,NA,NA,NA,NA,
T247,2022-06-12,57,13,49,3.769230769230769,3.0318818730794397,0.8043768234700555,45,3.4615384615384617,2.904461643041174,0.8390666968785614,7987.923076923077,583.3507323412537,0.07302908737648467,1.1897435897435897,0.40239666614309433,0.33822133576682495,1,0.02040816326530612,NA,NA,NA,8,NA,,NA,NA,NA,NA,3,12,4,KIM,42.6594923,44,21.36699779,69.98904739268623,2,NA,NA,NA,NA,
T247,2022-06-14,111,30,100,3.3333333333333335,2.154919525392895,0.6464758576178685,92,3.066666666666667,1.9286109586656033,0.6288948778257402,7638.8,443.62397870579383,0.05807508754068621,1.127579365079365,0.30277021402301757,0.2685134398514884,0,0,NA,NA,NA,11,NA,,NA,NA,NA,NA,3,13,5,KIM,31.9045254,27,41.81898455,28.286486672403285,2,NA,NA,NA,NA,
T247,2022-06-16,109,25,99,3.96,2.745906043549196,0.6934106170578778,90,3.6,2.614064523559687,0.7261290343221353,7652.52,489.7033217503566,0.06399242625309788,1.1946666666666668,0.3665946899051685,0.30685939445187094,3,0.030303030303030304,NA,NA,NA,10,NA,,NA,NA,NA,NA,3,14,6,KIM,30.9961369,27,36.87748344,29.103771713840793,2,NA,NA,NA,NA,
T257,2022-07-11,175,47,99,2.106382978723404,0.3749807272259927,0.17802115332951168,122,2.595744680851064,0.7119958007962732,0.2742934642411872,8203.127659574468,505.7601088426975,0.061654545660079794,0.8468085106382979,0.16888517301742295,0.19943726461856479,15,0.15151515151515152,NA,NA,NA,76,NA,,NA,NA,NA,NA,3,1,1,KIM,31.2292359,27,30.86378738,32.314246545796614,1,15,8.6,7.5,6.3,07/20/22
T257,2022-07-13,162,41,86,2.097560975609756,0.30040622902833486,0.14321692314141546,107,2.6097560975609757,0.8330080666022329,0.319190006828893,8063.878048780488,457.84845719527937,0.05677770105470785,0.866260162601626,0.25291324283454203,0.29195991429984675,11,0.12790697674418605,NA,NA,NA,76,NA,,NA,NA,NA,NA,3,2,2,KIM,34.1230684,35,27.02041943,40.33472803179081,1,NA,NA,NA,NA,
T257,2022-07-15,320,84,190,2.261904761904762,0.4937939577882008,0.21830890765373087,243,2.892857142857143,0.7917931022024333,0.27370625755145844,8182.238095238095,430.56098511681466,0.05262141972712733,0.810515873015873,0.16170899048324697,0.19951366267700482,25,0.13157894736842105,NA,NA,NA,130,NA,,NA,NA,NA,NA,3,3,3,KIM,41.4839956,42,19.44039735,67.25302513838241,1,NA,NA,NA,NA,
T257,2022-07-17,247,62,138,2.225806451612903,0.4215255214142982,0.18938103136004705,188,3.032258064516129,0.9227141350027631,0.30429934239452827,8165.145161290323,391.61171162405384,0.047961390016753626,0.7723502304147465,0.16728743257330617,0.21659530351078427,17,0.12318840579710146,NA,NA,NA,109,NA,,NA,NA,NA,NA,3,4,4,KIM,42.8068433,44,18.46357616,73.15616278044888,1,NA,NA,NA,NA,
T257,2022-07-19,245,73,160,2.191780821917808,0.396426196247848,0.18086945203808064,204,2.7945205479452055,0.5517372590682453,0.1974353917254015,7887.424657534247,381.6014106443841,0.048380989640245856,0.8047945205479452,0.1609069456386013,0.19993543883604928,7,0.04375,NA,NA,NA,85,NA,,NA,NA,NA,NA,3,5,5,KIM,38.8427152,40,25.66335541,53.64117290441489,1,NA,NA,NA,NA,
T258,2022-07-12,71,24,57,2.375,0.6468989572333266,0.2723785083087691,71,2.9583333333333335,1.3014763077790332,0.43993565333375767,8420.166666666666,350.1200622229673,0.04158113207058063,0.8645833333333334,0.1993535749016981,0.23057762880196406,9,0.15789473684210525,NA,NA,NA,14,NA,,NA,NA,NA,NA,3,1,1,KIM,33.7229581,35,31.09988962,37.21477455080794,6,15,8.5,7.6,6.5,07/20/22
T258,2022-07-14,45,14,35,2.5,1.0190493307301363,0.4076197322920545,43,3.0714285714285716,0.9972489631508746,0.3246857089328429,7901,614.9866790302171,0.07783656233770626,0.8226190476190476,0.19211009384279673,0.23353470163234336,3,0.08571428571428572,NA,NA,NA,10,NA,,NA,NA,NA,NA,3,2,2,KIM,39.1363135,40,25.17715232,54.880571495653406,6,NA,NA,NA,NA,
T258,2022-07-16,20,7,16,2.2857142857142856,0.4879500364742666,0.21347814095749165,17,2.4285714285714284,0.7867957924694432,0.32397473807565313,8263.285714285714,546.5063934623621,0.06613669336370062,0.9880952380952381,0.26539877154295183,0.2685963471037103,4,0.25,NA,NA,NA,4,NA,,NA,NA,NA,NA,3,3,3,KIM,29.6451435,27,36.96743929,26.842258761367066,6,NA,NA,NA,NA,
T258,2022-07-18,29,11,25,2.272727272727273,0.46709936649691375,0.20552372125864204,32,2.909090909090909,0.8312094145936335,0.2857282362665615,7932,780.821362412684,0.09843940524617802,0.8106060606060606,0.15406937962286257,0.19006689822633516,3,0.12,NA,NA,NA,4,NA,,NA,NA,NA,NA,3,4,4,KIM,40.6830752,42,23.80088496,60.87832019305031,6,NA,NA,NA,NA,
T258,2022-07-22,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,NA,3,5,5,KIM,44.833333,44,21.0378,79.02592258077833,6,NA,NA,NA,NA,
T259,2022-07-12,7,1,3,3,NA,NA,3,3,NA,NA,8876,NA,NA,1,NA,NA,1,0.3333333333333333,NA,NA,NA,4,NA,,NA,NA,NA,NA,3,1,1,KIM,33.2836645,35,30.63300221,36.530740648108484,4,16,8.7,7.3,6.2,07/20/22
T259,2022-07-14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,2,KIM,38.0077263,40,25.25883002,51.47790265088694,4,NA,NA,NA,NA,
T259,2022-07-16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,3,KIM,40.2378587,42,22.95584989,60.06244752089803,4,NA,NA,NA,NA,
T259,2022-07-18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,4,4,KIM,41.6434879,44,22.05684327,65.63882230082449,4,NA,NA,NA,NA,
T259,2022-07-20,18,5,11,2.2,0.44721359549995793,0.20327890704543541,13,2.6,0.5477225575051661,0.21066252211737155,7669.6,58.380647478423874,0.007611954662358385,0.8666666666666667,0.18257418583505539,0.2106625221173716,1,0.09090909090909091,NA,NA,NA,7,NA,,NA,NA,NA,NA,3,5,5,KIM,29.0198675,27,38.24172185,25.343831308428427,4,NA,NA,NA,NA,
T260,2022-07-11,42,17,39,2.2941176470588234,0.5878675320972554,0.25624994988854727,40,2.3529411764705883,0.9314757424772421,0.3958771905528279,7839,157.34675084030175,0.02007229886979229,1.0323529411764707,0.26037303556063335,0.2522131968393599,2,0.05128205128205128,NA,NA,NA,3,NA,,NA,NA,NA,NA,3,1,1,KIM,37.6434928,40,25.11067853,50.53826030531714,3,15.5,8.7,7.6,6.8,07/20/22
T260,2022-07-13,73,24,60,2.5,0.7223151185146152,0.28892604740584604,60,2.5,0.7801894976054939,0.31207579904219757,7344.666666666667,152.0994144763811,0.020708824699516352,1.0347222222222223,0.2505027151668383,0.24209658378540075,1,0.016666666666666666,NA,NA,NA,13,NA,,NA,NA,NA,NA,3,2,2,KIM,33.805187599999996,35,29.94426049,38.018313997481755,3,NA,NA,NA,NA,
T260,2022-07-15,66,22,54,2.4545454545454546,0.5096471914376255,0.20763404095606963,55,2.5,0.7400128699009549,0.29600514796038196,7602.636363636364,216.19954307130814,0.028437443635394296,1.0113636363636365,0.1805624929292179,0.1785337008738334,4,0.07407407407407407,NA,NA,NA,12,NA,,NA,NA,NA,NA,3,3,3,KIM,40.683223,42,22.82450331,61.65888918640085,3,NA,NA,NA,NA,
T260,2022-07-17,82,29,74,2.5517241379310347,0.7831350411077501,0.3069042728665507,77,2.6551724137931036,0.7688517444384896,0.28956754011319735,7745.137931034483,555.0638138434388,0.07166609798120166,0.9959770114942529,0.2757980905558302,0.2769121047704239,1,0.013513513513513514,NA,NA,NA,8,NA,,NA,NA,NA,NA,3,4,4,KIM,31.3636865,27,33.07119205,31.529280161460292,3,NA,NA,NA,NA,
T260,2022-07-19,181,61,143,2.3442622950819674,0.6023632874392701,0.25695217156500333,131,2.1475409836065573,0.7032321943182658,0.32745926605659703,7941.540983606557,516.2215149129455,0.06500268851833206,1.1639344262295082,0.35550147585083103,0.30543084544930554,6,0.04195804195804196,NA,NA,NA,38,NA,,NA,NA,NA,NA,3,5,5,KIM,40.9828918,44,23.11203091,62.44901469327356,3,NA,NA,NA,NA,
